Person Full Name (Letr.),My Title,Jud Experience Pending Status,Jud Experience Pend Sub Type,Jud Experience Active Date,Experience Status Effective Date,Experience Status,Experience Status Reason
Hon. Doris L. Shockley (Ret.),"Judge of the Superior Court of California,
  County of Yolo",Appointed,Wilson,01/07/1994,05/02/2008,Retired,Retirement
Hon. Doris L. Shockley (Ret.),"Judge of the Yolo County Superior and Municipal Courts, Yolo County",Appointed,Deukemejian,04/12/1988,01/07/1994,Promoted,Elevated
Hon. Patricia L. Collins (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Wilson,01/24/1992,05/05/2008,Retired,Retirement
Hon. Patricia L. Collins (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,04/29/1988,01/24/1992,Promoted,Elevated
Hon. J. Stephen Czuleger,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,10/14/1990,10/14/1990,Active Service,
Hon. J. Stephen Czuleger,"Presiding Judge of the Superior Court of California,
  County of Los Angeles",Selected,,01/01/2007,12/31/2008,Term Ended,
Hon. J. Stephen Czuleger,"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,04/29/1988,10/14/1990,Promoted,Elevated
Hon. Cesar C. Sarmiento (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Wilson,11/10/1993,09/16/2014,Retired,Retirement
Hon. Cesar C. Sarmiento (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,04/14/1988,11/10/1993,Promoted,Elevated
Hon. Richard L. Freeborn (Ret.),"Judge of the Superior Court of California,
  County of Lake",Unification,,06/30/1998,01/07/2001,Retired,Retirement
Hon. Richard L. Freeborn (Ret.),"Judge of the Southlake Justice Court District, Lake County",Appointed,Board of Supv,04/01/1988,01/01/1993,Promoted,Elevated
Hon. Richard L. Freeborn (Ret.),"Judge of the Lake County Municipal Court Southlake Division, Lake County",Appointed,Board of Supv,01/01/1993,06/30/1998,Non-Voluntary,Unification-SCA4
Hon. Kenneth C. Twisselman II,"Judge of the Superior Court of California,
  County of Kern",Appointed,Deukemejian,05/27/1988,05/27/1988,Active Service,
Hon. William J. Birney (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,05/11/1988,07/07/2011,Retired,Retirement
Hon. Haig Kehiayan (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,06/03/1988,04/06/1998,Retired,Retirement
Hon. R. William Schoettler,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,04/26/1988,06/30/1992,Resigned,
Hon. Herbert Dennis Myers (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Appointed,Deukemejian,08/14/1989,05/09/2006,Retired,Retirement
Hon. Herbert Dennis Myers (Ret.),"Judge of the Mt. San Jacinto and Three Lakes Municipal Courts, Riverside County",Appointed,Deukemejian,05/06/1988,08/14/1989,Promoted,Elevated
Hon. Jerome E. Stevenson (Ret.),"Judge of the Coordinated Courts of Riverside County Palm Springs Branch, Riverside County",Appointed,"Brown, Jr.",04/02/1979,08/07/1980,Retired,
Hon. Susan Patricia Spear (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,07/14/2008,Retired,Retirement
Hon. Susan Patricia Spear (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,12/07/1990,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Susan Patricia Spear (Ret.),"Judge of the North County Municipal Court, San Diego County",Appointed,Deukemejian,05/12/1988,12/07/1990,Promoted,Elevated
"Hon. Thomas P. Allen, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,01/02/2001,Retired,Retirement
"Hon. Thomas P. Allen, Jr. (Ret.)","Judge of the South Bay Municipal Court, Los Angeles County",Appointed,Deukemejian,05/25/1988,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Gary E. Daigh (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,12/11/1989,07/16/2012,Retired,Retirement
Hon. Gary E. Daigh (Ret.),"Judge of the South Bay Municipal Court, Los Angeles County",Appointed,Deukemejian,05/26/1988,12/11/1989,Promoted,Elevated
Hon. Irene Takahashi,"Judge of the Bay Municipal Court, Contra Costa County",Appointed,Deukemejian,05/06/1988,11/16/1990,Resigned,
Hon. George L. Nelson (Ret.),"Judge of the Sanel Justice Court District, Mendocino County",Appointed,Unknown,02/28/1982,02/28/1982,Retired,Retirement
Hon. Charles M. Hughes (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,11/01/1970,11/16/1981,Retired,Retirement
Hon. Charles M. Hughes (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Brown,11/13/1961,11/01/1970,Promoted,Elevated
Hon. Bertram D. Janes (Ret.),"Associate Justice of the Court of Appeal
Third Appellate District",Appointed,Reagan,11/18/1968,11/30/1979,Retired,Retirement
Hon. Bertram D. Janes (Ret.),"Judge of the Superior Court of California,
  County of Plumas",Appointed,Warren,01/23/1953,11/18/1968,Promoted,Elevated
Hon. David Aaron (Ret.),"Judge of the Calzona Justice Court District, San Bernardino County",Appointed,Board of Supv,07/03/1962,04/30/1975,Retired,Retirement
Hon. Roger L. Wayne (Ret.),"Judge of the Borden Justice Court, Madera County",Appointed,Board of Supv,06/29/1988,01/02/1989,Promoted,Elevated
Hon. Roger L. Wayne (Ret.),"Judge of the Superior Court of California,
  County of Madera",Unification,,07/01/1998,09/30/2003,Retired,Retirement
Hon. Roger L. Wayne (Ret.),"Judge of the Madera County Municipal Court, Madera County",Elected,,01/02/1989,07/01/1998,Non-Voluntary,Unification-SCA4
Hon. Edward Forstenzer (Ret.),"Presiding Judge of the Superior Court of California,
  County of Mono",Selected,,01/01/2001,12/31/2002,Term Ended,
Hon. Edward Forstenzer (Ret.),"Presiding Judge of the Superior Court of California,
  County of Mono",Selected,,01/01/2003,12/31/2004,Term Ended,
Hon. Edward Forstenzer (Ret.),"Presiding Judge of the Superior Court of California,
  County of Mono",Selected,,01/01/2007,12/31/2009,Term Ended,
Hon. Edward Forstenzer (Ret.),"Judge of the Superior Court of California,
  County of Mono",Appointed,Wilson,12/28/1998,03/31/2010,Retired,Retirement
Hon. Edward Forstenzer (Ret.),"Judge of the Mono Justice Court, Mono County",Appointed,Board of Supv,06/14/1988,01/01/1995,Promoted,Elevated
Hon. Edward Forstenzer (Ret.),"Judge of the Mono Municipal Court, Mono County",Elected,,01/01/1995,12/27/1998,Promoted,Elevated
Hon. Herbert I. Levy,"Associate Justice of the Court of Appeal
Fifth Appellate District",Appointed,Wilson,08/05/1997,08/05/1997,Active Service,
Hon. Herbert I. Levy,"Judge of the Superior Court of California,
  County of Fresno",Appointed,Deukemejian,10/27/1989,08/05/1997,Promoted,Elevated
Hon. Herbert I. Levy,"Judge of the Consolidated Fresno Municipal Court, Fresno County",Appointed,Deukemejian,08/19/1988,10/27/1989,Promoted,Elevated
Hon. Robert J. Anspach (Ret.),"Judge of the Superior Court of California,
  County of Kern",Appointed,Deukemejian,08/18/1988,09/09/2011,Retired,Retirement
"Hon. C. Robert Simpson, Jr.","Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,09/08/1988,02/13/2005,Deceased,
Hon. Michael M. Duggan (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,07/22/2008,Retired,Retirement
Hon. Michael M. Duggan (Ret.),"Judge of the Citrus Municipal Court, Los Angeles County",Appointed,Deukemejian,07/21/1988,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Jack P. Hunt (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,07/31/2008,Retired,Retirement
Hon. Jack P. Hunt (Ret.),"Judge of the Pomona Municipal Court, Los Angeles County",Appointed,Deukemejian,07/22/1988,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Gregory H. Lewis,"Judge of the Superior Court of California,
  County of Orange",Unification,,08/10/1998,08/10/1998,Active Service,
Hon. Gregory H. Lewis,"Judge of the Central Orange County Municipal Court, Orange County",Appointed,Deukemejian,08/05/1988,08/10/1998,Non-Voluntary,Unification-SCA4
Hon. Max Z. Wisot (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Brown,07/06/1965,03/31/1978,Retired,Retirement
Hon. Max Z. Wisot (Ret.),"Judge of the Long Beach Municipal Court, Los Angeles County",Appointed,Brown,10/09/1963,07/06/1965,Promoted,Elevated
Hon. H. James Ellis (Ret.),"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Wilson,08/22/1994,08/31/2011,Retired,Retirement
Hon. H. James Ellis (Ret.),"Judge of the San Mateo County Municipal Court, San Mateo County",Appointed,Deukemejian,08/05/1988,08/22/1994,Promoted,Elevated
Hon. Howard M. Swart (Ret.),"Judge of the Antelope Municipal Court, Los Angeles County",Appointed,Deukemejian,07/29/1988,01/04/1999,Retired,Retirement
Hon. Charles C. Kobayashi (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Deukemejian,01/03/1991,01/31/2006,Retired,Retirement
Hon. Charles C. Kobayashi (Ret.),"Judge of the Sacramento Superior and Municipal Courts, Sacramento County",Appointed,Deukemejian,09/07/1988,01/02/1991,Promoted,Elevated
Hon. Jane Ure (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Unification,,06/17/1998,12/31/2008,Retired,Retirement
Hon. Jane Ure (Ret.),"Judge of the Sacramento Superior and Municipal Courts, Sacramento County",Appointed,Deukemejian,09/02/1988,06/17/1998,Non-Voluntary,Unification-SCA4
"Hon. Charles W. Froehlich, Jr. (Ret.)","Associate Justice of the Court of Appeal
Fourth Appellate District, Division One",Appointed,Deukemejian,10/13/1988,07/31/1995,Retired,Retirement
"Hon. Charles W. Froehlich, Jr. (Ret.)","Judge of the Superior Court of California,
  County of San Diego",Appointed,Deukemejian,03/14/1972,04/12/1982,Retired,Retirement
Hon. Harvey A. Schneider (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,11/01/1988,04/16/2001,Retired,Retirement
Hon. Abner M. Fritz (Ret.),"Judge of the Whittier Municipal Court, Los Angeles County",Appointed,Deukemejian,08/25/1988,06/03/1997,Retired,Retirement
Hon. Leopoldo E. Dorado,"Judge of the Superior Court of California,
  County of Alameda",Unification,,07/31/1998,07/31/1998,Active Service,
Hon. Leopoldo E. Dorado,"Judge of the San Leandro-Hayward Municipal Court, Alameda County",Appointed,Deukemejian,09/02/1988,07/31/1998,Non-Voluntary,Unification-SCA4
Hon. Bonnie Lewman Sabraw (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Wilson,07/30/1993,09/22/2008,Retired,Retirement
Hon. Bonnie Lewman Sabraw (Ret.),"Judge of the San Leandro-Hayward Municipal Court, Alameda County",Appointed,Deukemejian,09/22/1988,07/30/1993,Promoted,Elevated
Hon. James J. Marchiano (Ret.),"Associate Justice of the Court of Appeal
First Appellate District, Division One",Appointed,Wilson,09/02/1998,01/24/2002,Promoted,Elevated
Hon. James J. Marchiano (Ret.),"Presiding Justice of the Court of Appeal
First Appellate District, Division One",Appointed,Davis,01/25/2002,03/15/2013,Retired,Retirement
Hon. James J. Marchiano (Ret.),"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Deukemejian,09/30/1988,09/02/1998,Promoted,Elevated
Hon. Robert K. Devin,"Judge of the Trona Justice Court, San Bernardino County",Elected,,07/18/1988,11/16/1990,Deceased,
Hon. Arnold H. Gold (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,10/07/1988,05/22/2001,Retired,Retirement
Hon. Ronald M. Sohigian (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,10/11/1988,04/16/2014,Retired,Retirement
Hon. Gary R. Hahn (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,12/11/1989,03/07/2012,Retired,Retirement
Hon. Tracy A. Grant (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,01/02/2009,Retired,Retirement
Hon. Tracy A. Grant (Ret.),"Judge of the Long Beach Municipal Court, Los Angeles County",Appointed,Deukemejian,09/21/1988,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Candace J. Beason (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Wilson,01/29/1993,04/15/2014,Retired,Retirement
Hon. Candace J. Beason (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,09/21/1988,01/29/1993,Promoted,Elevated
Hon. Victoria M. Chavez,"Associate Justice of the Court of Appeal
Second Appellate District, Division Two",Appointed,Schwarzenegger,12/07/2005,12/07/2005,Active Service,
Hon. Victoria M. Chavez,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Wilson,01/26/1992,12/06/2005,Promoted,Elevated
Hon. Victoria M. Chavez,"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,09/30/1988,01/26/1992,Promoted,Elevated
Hon. J. Thompson Hanks (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Appointed,Deukemejian,08/07/1990,09/23/2008,Retired,Retirement
Hon. J. Thompson Hanks (Ret.),"Judge of the Riverside Municipal Court District, Riverside County",Appointed,Deukemejian,09/23/1988,08/07/1990,Promoted,Elevated
Hon. Kathleen A. Kennedy,"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,01/22/2000,Active Service,
Hon. Kathleen A. Kennedy,"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,10/05/1988,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Patti S. Kitching (Ret.),"Associate Justice of the Court of Appeal
Second Appellate District, Division Three",Appointed,Wilson,01/12/1993,10/05/2015,Retired,Retirement
Hon. Patti S. Kitching (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,06/01/1990,01/12/1993,Promoted,Elevated
Hon. Patti S. Kitching (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Deukemejian,10/05/1988,06/01/1990,Promoted,Elevated
Hon. Angus I. Saint-Evens (Ret.),"Presiding Judge of the Superior Court of California,
  County of Glenn",Selected,,01/01/2002,12/31/2002,Term Ended,
Hon. Angus I. Saint-Evens (Ret.),"Presiding Judge of the Superior Court of California,
  County of Glenn",Selected,,01/01/2004,12/31/2004,Term Ended,
Hon. Angus I. Saint-Evens (Ret.),"Judge of the Superior Court of California,
  County of Glenn",Unification,,07/31/1998,10/03/2008,Retired,Retirement
Hon. Angus I. Saint-Evens (Ret.),"Judge of the Glenn County Justice Court County Building, Road #200, Glenn County",Appointed,Board of Supv,10/04/1988,01/08/1991,Promoted,Elevated
Hon. Angus I. Saint-Evens (Ret.),"Judge of the Glenn County Municipal Court County Building, Road #200, Glenn County",Elected,,01/08/1991,07/31/1998,Non-Voluntary,Unification-SCA4
"Hon. Thomas N. Thrasher, Sr. (Ret.)","Judge of the Superior Court of California,
  County of Orange",Appointed,Deukemejian,10/19/1988,10/19/2004,Retired,Retirement
Hon. Ronald P. Kreber (Ret.),"Judge of the Superior Court of California,
  County of Orange",Unification,,08/10/1998,05/05/2014,Retired,Retirement
Hon. Ronald P. Kreber (Ret.),"Judge of the North Orange County Municipal Court, Orange County",Appointed,Deukemejian,10/25/1988,11/05/1990,Promoted,Elevated
Hon. Ronald P. Kreber (Ret.),"Judge of the South Orange County Municipal Court, Orange County",Appointed,Deukemejian,11/05/1990,08/10/1998,Non-Voluntary,Unification-SCA4
Hon. David C. Velasquez (Ret.),"Judge of the Superior Court of California,
  County of Orange",Appointed,Deukemejian,10/01/1990,09/09/2011,Retired,Retirement
Hon. David C. Velasquez (Ret.),"Judge of the South Orange County Municipal Court, Orange County",Appointed,Deukemejian,10/06/1988,10/01/1990,Promoted,Elevated
Hon. Douglas N. Gericke (Ret.),"Judge of the Superior Court of California,
  County of San Bernardino",Unification,,08/10/1998,10/03/2008,Retired,Retirement
Hon. Douglas N. Gericke (Ret.),"Judge of the San Bernardino County Municipal Court Central Division, San Bernardino County",Appointed,Deukemejian,09/29/1988,08/10/1998,Non-Voluntary,Unification-SCA4
Hon. John M. Thompson,"Judge of the Superior Court of California,<br>  County of San Diego",Appointed,Wilson,01/24/1992,01/24/1992,Active Service,
Hon. John M. Thompson,"Judge of the San Diego Municipal Court, San Diego County",Appointed,Deukemejian,10/13/1988,01/24/1992,Promoted,Elevated
Hon. Renard F. Shepard (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Unification,,06/17/1998,01/02/2009,Retired,Retirement
Hon. Renard F. Shepard (Ret.),"Judge of the Sacramento Superior and Municipal Courts, Sacramento County",Appointed,Deukemejian,11/15/1988,06/17/1998,Non-Voluntary,Unification-SCA4
Hon. James Ware,"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Deukemejian,11/01/1988,10/22/1990,Resigned,
